node,hydrostatic_stress
node_3853,18060787.2
node_3854,21575172.4
node_3855,32656181.3
node_3856,36083427.4
node_3857,37279300.7
node_3858,33878624.0
node_3859,50323505.4
node_3860,67729728.7
node_3861,27865259.2
node_3862,23941228.9
node_3863,27010698.3
node_3864,29782781.6
node_3865,25093555.5
node_3866,45504543.3
node_3867,42792224.9
node_3868,60790889.7
node_3869,80543037.4
node_3870,81549812.3
node_3871,15669068.3
node_3872,75865158.1
node_3873,9472809.79
node_3874,44965076.4
node_3875,42844390.9
node_3876,40636440.3
node_3877,53366687.8
node_3878,55683155.1
node_3879,53405464.2
node_3880,51995075.2
node_3881,57861450.2
node_3882,47144439.7
node_3883,44428642.3
node_3884,48388820.6
node_3885,54264442.4
node_3886,54165336.6
node_3887,51323440.6
node_3888,51443500.5
node_3889,37895866.4
node_3890,39265514.4
node_3891,43552520.8
node_3892,43630485.5
node_3893,45395282.7
node_3894,48619525.9
node_3895,57900707.2
node_3896,57561531.1
node_3897,54952823.6
node_3898,56795856.5
node_3899,29034606.9
node_3900,51717479.7
node_3901,50555999.8
node_3902,49641292.6
node_3903,48026069.6
node_3904,52133266.4
node_3905,40875846.9
node_3906,49429962.2
node_3907,46330421.4
node_3908,48737052.9
node_3909,47016380.3
node_3910,42779659.3
node_3911,41713382.7
node_3912,37508255.0
node_3913,34909805.3
node_3914,35934909.8
node_3915,36890735.6
node_3916,56362129.2
node_3917,52022007.0
node_3918,30601545.3
node_3919,43987834.9
node_3920,43563869.5
node_3921,41585174.6
node_3922,41232120.5
node_3923,35552440.6
node_3924,32331600.2
node_3925,41108943.9
node_3926,41008560.2
node_3927,38937999.7
node_3928,39095043.2
node_3929,38051464.1
node_3930,45514576.0
node_3931,47561759.9
node_3932,46995048.5
node_3933,51939994.8
node_3934,35261985.8
node_3935,36608463.3
node_3936,38096160.9
node_3937,39416542.1
node_3938,48261928.6
node_3939,41468048.1
node_3940,42713100.4
node_3941,43150573.7
node_3942,41940361.0
node_3943,47751903.5
node_3944,35794567.1
node_3945,36793056.5
node_3946,49352008.8
node_3947,36166591.6
node_3948,35226036.1
node_3949,33850624.1
node_3950,44094718.9
node_3951,41101329.8
node_3952,44085544.6
node_3953,40262863.2
node_3954,38044426.0
node_3955,39264549.3
node_3956,38418541.0
node_3957,37714424.1
node_3958,36489639.3
node_3959,37215847.0
node_3960,42093006.1
node_3961,42042968.8
node_3962,46731384.3
node_3963,44364486.7
node_3964,40099479.7
node_3965,40440944.7
node_3966,38678504.9
node_3967,47929306.0
node_3968,-32664020.5
node_3969,121902611.0
node_3970,121505379.0
node_3971,123824272.0
node_3972,114143600.0
node_3973,111985886.0
node_3974,-8683181.76
node_3975,111406464.0
node_3976,112926674.0
node_3977,77727233.9
node_3978,64184036.3
node_3979,65216331.5
node_3980,17432056.4
node_3981,-13277492.5
node_3982,-10603026.4
node_3983,109998444.0
node_3984,106905525.0
node_3985,93125068.7
node_3986,89365570.1
node_3987,-22964996.3
node_3988,-22006347.7
node_3989,-19401294.7
node_3990,-22462657.9
node_3991,-24588100.4
node_3992,108256477.0
node_3993,-10601798.1
node_3994,-5264026.17
node_3995,-7642766.95
node_3996,-5088018.42
node_3997,-5592885.97
node_3998,-4353672.03
node_3999,-2742764.47
node_4000,-1867401.72
node_4001,14884028.4
