# step, loss_train, loss_test, metrics_test
1.500000000000000000e+04 2.419858356006443501e-04 9.314268027083016932e-06 8.214189438149333000e-05 1.768725342117249966e-04 9.314268027083016932e-06 8.214189438149333000e-05
1.600000000000000000e+04 1.629038706596475095e-05 1.255120196219650097e-06 5.055045221524778754e-06 1.309871549892704934e-05 1.255120196219650097e-06 5.055045221524778754e-06
1.700000000000000000e+04 9.055970622284803540e-06 5.626146730719483458e-07 4.067857446443667868e-07 6.855921128590125591e-06 5.626146730719483458e-07 4.067857446443667868e-07
1.800000000000000000e+04 1.020625859382562339e-05 2.467153308316483162e-06 2.055408685919246636e-06 8.060491381911560893e-06 2.467153308316483162e-06 2.055408685919246636e-06
1.900000000000000000e+04 7.893535439507104456e-06 4.976262744094128720e-07 3.941639192817092407e-07 5.946228611719561741e-06 4.976262744094128720e-07 3.941639192817092407e-07
2.000000000000000000e+04 7.493576958950143307e-06 4.636544872482772917e-07 3.918162292393390089e-07 5.518247689906274900e-06 4.636544872482772917e-07 3.918162292393390089e-07
2.000000000000000000e+04 7.493576958950143307e-06 4.636544872482772917e-07 3.918162292393390089e-07 5.518247689906274900e-06 4.636544872482772917e-07 3.918162292393390089e-07
2.100000000000000000e+04 7.362865289906039834e-06 4.449520076832413906e-07 3.487561457404808607e-07 5.523872914636740461e-06 4.449520076832413906e-07 3.487561457404808607e-07
2.200000000000000000e+04 7.338357590924715623e-06 4.419940182742720935e-07 3.471630805051972857e-07 5.511106337507953867e-06 4.419940182742720935e-07 3.471630805051972857e-07
2.300000000000000000e+04 7.313690730370581150e-06 4.401038040668936446e-07 3.454164243521518074e-07 5.498236077983165160e-06 4.401038040668936446e-07 3.454164243521518074e-07
2.400000000000000000e+04 7.289365839824313298e-06 4.386955083646171261e-07 3.434742552599345800e-07 5.484864686877699569e-06 4.386955083646171261e-07 3.434742552599345800e-07
2.500000000000000000e+04 7.265552085300441831e-06 4.374082038793858374e-07 3.416927825128368568e-07 5.471762506203958765e-06 4.374082038793858374e-07 3.416927825128368568e-07
2.600000000000000000e+04 7.241639195854077116e-06 4.363168102372583235e-07 3.399667605208378518e-07 5.458438408822985366e-06 4.363168102372583235e-07 3.399667605208378518e-07
2.700000000000000000e+04 7.218232440209249035e-06 4.352664291218388826e-07 3.383797206879535224e-07 5.445266651804558933e-06 4.352664291218388826e-07 3.383797206879535224e-07
2.800000000000000000e+04 7.194963473011739552e-06 4.342857096162333619e-07 3.369554235632676864e-07 5.432152192952344194e-06 4.342857096162333619e-07 3.369554235632676864e-07
2.900000000000000000e+04 7.171972356445621699e-06 4.333567744652100373e-07 3.356303182044939604e-07 5.418972705228952691e-06 4.333567744652100373e-07 3.356303182044939604e-07
3.000000000000000000e+04 7.149242264858912677e-06 4.324006113165523857e-07 3.343490675433713477e-07 5.405543561209924519e-06 4.324006113165523857e-07 3.343490675433713477e-07
3.100000000000000000e+04 7.126566742954310030e-06 4.314759394219436217e-07 3.330820277369639371e-07 5.392163984652142972e-06 4.314759394219436217e-07 3.330820277369639371e-07
3.200000000000000000e+04 7.104218184394994751e-06 4.305184120312333107e-07 3.318612584735092241e-07 5.378457444749074057e-06 4.305184120312333107e-07 3.318612584735092241e-07
3.300000000000000000e+04 7.081963758537312970e-06 4.295127382647478953e-07 3.306724352114542853e-07 5.364852768252603710e-06 4.295127382647478953e-07 3.306724352114542853e-07
3.400000000000000000e+04 7.060154985083499923e-06 4.286022772248543333e-07 3.295491808330552885e-07 5.350920673663495108e-06 4.286022772248543333e-07 3.295491808330552885e-07
3.500000000000000000e+04 7.038366675260476768e-06 4.275925107322109398e-07 3.284332308339799056e-07 5.336925369192613289e-06 4.275925107322109398e-07 3.284332308339799056e-07
