
                     X                  PSI_Cbar_L_0s          PSI_Cbar_L_10000s        PSI_Cbar_L_20000s        PSI_Cbar_L_30000s        PSI_Cbar_L_40000s        PSI_Cbar_L_50000s        PSI_Cbar_L_60000s        PSI_Cbar_L_70000s        PSI_Cbar_L_80000s        PSI_Cbar_L_90000s        PSI_Cbar_L_100000s  
                 929.530762E-06             0.                     364.561096E-03           359.33609E-03            360.648651E-03           362.763336E-03           364.375031E-03           365.547638E-03           366.420837E-03           367.065033E-03           367.520935E-03           368.025787E-03  
                 937.707703E-06             0.                     364.543793E-03           359.103943E-03           360.26123E-03            362.292084E-03           363.848755E-03           364.981995E-03           365.824219E-03           366.443268E-03           367.089508E-03           367.570801E-03  
                 945.892212E-06             0.                     364.526459E-03           358.871613E-03           359.873474E-03           361.820374E-03           363.321991E-03           364.415894E-03           365.227051E-03           366.03833E-03            366.657745E-03           367.115356E-03  
                 954.061768E-06             0.                     364.509125E-03           358.639648E-03           359.486389E-03           361.349518E-03           362.796204E-03           363.850769E-03           364.853851E-03           365.634155E-03           366.226715E-03           366.660767E-03  
                 962.231262E-06             0.                     364.491821E-03           358.407745E-03           359.099365E-03           360.878662E-03           362.270416E-03           363.514679E-03           364.480713E-03           365.229919E-03           365.795715E-03           366.206177E-03  
                 970.479126E-06             0.                     364.474365E-03           358.173584E-03           358.708588E-03           360.40332E-03            361.978302E-03           363.175385E-03           364.103943E-03           364.821838E-03           365.360565E-03           365.747223E-03  
                 979.259583E-06             0.                     364.45575E-03            357.924316E-03           358.292572E-03           360.160675E-03           361.667267E-03           362.814148E-03           363.70285E-03            364.387421E-03           364.897308E-03           365.258636E-03  
                 989.403625E-06             0.                     364.434265E-03           357.636322E-03           358.129669E-03           359.880402E-03           361.308014E-03           362.396881E-03           363.239532E-03           363.885529E-03           364.362152E-03           364.694183E-03  
                 997.304932E-06             0.                     364.417511E-03           357.64502E-03            358.002808E-03           359.662018E-03           361.028137E-03           362.071808E-03           362.878601E-03           363.494598E-03           363.945282E-03           364.254517E-03  
                   1.00000203E-03           0.                     364.51181E-03            357.64798E-03            357.959503E-03           359.587494E-03           360.932617E-03           361.960846E-03           362.755402E-03           363.361145E-03           363.803009E-03           364.104431E-03  
                   1.15919483E-03           0.                     370.076996E-03           357.823059E-03           355.403259E-03           355.188385E-03           355.294159E-03           355.411896E-03           355.483734E-03           355.484772E-03           355.404266E-03           355.246155E-03  
                   1.16874278E-03           0.                     370.410767E-03           357.833527E-03           355.249939E-03           354.924561E-03           354.955963E-03           355.019104E-03           355.047607E-03           355.01239E-03            354.900543E-03           354.719757E-03  
                   1.17829442E-03           0.                     370.74469E-03            357.844055E-03           355.096588E-03           354.660614E-03           354.617676E-03           354.62616E-03            354.611298E-03           354.539825E-03           354.400787E-03           354.193115E-03  
                   1.18782747E-03           0.                     371.077942E-03           357.854523E-03           354.943481E-03           354.397186E-03           354.280029E-03           354.233978E-03           354.175873E-03           354.071625E-03           353.902008E-03           353.667572E-03  
                   1.19731951E-03           0.                     371.40976E-03            357.86499E-03            354.791077E-03           354.134888E-03           353.943817E-03           353.843475E-03           353.745087E-03           353.605408E-03           353.405365E-03           353.144226E-03  
                   1.20678544E-03           0.                     371.740692E-03           357.875366E-03           354.639069E-03           353.873291E-03           353.608551E-03           353.456207E-03           353.31543E-03            353.140503E-03           352.910065E-03           352.622345E-03  
                   1.21631849E-03           0.                     372.073975E-03           357.885864E-03           354.485992E-03           353.609863E-03           353.27243E-03            353.066132E-03           352.882782E-03           352.672272E-03           352.411285E-03           352.096741E-03  
                   1.22641778E-03           0.                     372.427002E-03           357.896942E-03           354.323822E-03           353.331787E-03           352.916351E-03           352.652954E-03           352.424408E-03           352.17627E-03            351.882874E-03           351.539948E-03  
                   1.23800707E-03           0.                     372.832184E-03           357.909698E-03           354.138214E-03           353.012665E-03           352.507751E-03           352.178772E-03           351.898407E-03           351.607056E-03           351.27652E-03            350.90097E-03   
                   1.24710429E-03           0.                     373.150208E-03           357.919678E-03           353.992523E-03           352.762177E-03           352.186981E-03           351.80658E-03            351.485535E-03           351.160248E-03           350.800537E-03           350.399414E-03  
                   1.24999881E-03           0.                     373.251343E-03           357.922882E-03           353.946167E-03           352.682465E-03           352.08493E-03            351.688171E-03           351.354156E-03           351.018097E-03           350.649078E-03           350.239807E-03  
                   1.39922273E-03           0.                     378.465698E-03           358.086792E-03           351.556244E-03           348.573547E-03           346.823608E-03           345.582855E-03           344.581482E-03           343.689056E-03           342.841461E-03           342.012573E-03  
                   1.40995157E-03           0.                     378.840637E-03           358.098572E-03           351.384399E-03           348.278137E-03           346.445343E-03           345.14389E-03            344.094543E-03           343.162109E-03           342.28009E-03            341.622437E-03  
                   1.42065811E-03           0.                     379.214722E-03           358.110352E-03           351.212921E-03           347.983337E-03           346.067841E-03           344.705841E-03           343.608612E-03           342.636292E-03           341.923065E-03           341.233093E-03  
                   1.43132353E-03           0.                     379.587402E-03           358.12204E-03            351.042114E-03           347.689636E-03           345.691803E-03           344.26947E-03            343.124573E-03           342.316406E-03           341.567352E-03           340.845276E-03  
                   1.44191837E-03           0.                     379.957642E-03           358.133667E-03           350.872437E-03           347.397919E-03           345.318268E-03           343.835999E-03           342.847473E-03           341.998657E-03           341.21405E-03            340.459991E-03  
                   1.45245719E-03           0.                     380.325897E-03           358.145264E-03           350.703644E-03           347.107697E-03           344.946686E-03           343.608307E-03           342.571838E-03           341.682587E-03           340.86261E-03            340.076782E-03  
                   1.46304071E-03           0.                     380.69574E-03            358.156891E-03           350.534149E-03           346.816315E-03           344.778076E-03           343.379669E-03           342.294983E-03           341.365173E-03           340.509644E-03           339.691925E-03  
                   1.47421658E-03           0.                     381.086243E-03           358.169159E-03           350.355164E-03           346.72052E-03            344.600037E-03           343.138214E-03           342.002686E-03           341.029968E-03           340.136963E-03           339.285522E-03  
                   1.48694968E-03           0.                     381.531189E-03           358.183136E-03           350.369781E-03           346.61142E-03            344.397186E-03           342.863129E-03           341.669647E-03           340.648071E-03           339.712341E-03           338.82251E-03   
                   1.49701536E-03           0.                     381.882904E-03           358.293396E-03           350.381348E-03           346.525177E-03           344.236816E-03           342.64566E-03            341.406372E-03           340.346222E-03           339.376678E-03           338.456482E-03  
                   1.49999928E-03           0.                     381.888885E-03           358.32605E-03            350.384766E-03           346.499603E-03           344.189301E-03           342.581207E-03           341.328308E-03           340.256714E-03           339.277191E-03           338.347961E-03  
                   1.64066255E-03           0.                     382.171539E-03           359.866394E-03           350.546356E-03           345.294159E-03           341.948364E-03           339.542236E-03           337.649231E-03           336.037964E-03           334.586334E-03           333.232941E-03  
                   1.65243447E-03           0.                     382.19519E-03            359.9953E-03             350.559875E-03           345.193268E-03           341.760803E-03           339.287903E-03           337.341339E-03           335.684937E-03           334.193726E-03           332.807343E-03  
                   1.66416168E-03           0.                     382.21875E-03            360.123718E-03           350.573364E-03           345.092743E-03           341.573975E-03           339.034546E-03           337.034607E-03           335.333191E-03           333.804657E-03           332.383331E-03  
                   1.67581439E-03           0.                     382.242188E-03           360.251312E-03           350.586731E-03           344.99292E-03            341.388336E-03           338.782776E-03           336.729828E-03           334.985291E-03           333.41803E-03            331.962006E-03  
                   1.68736649E-03           0.                     382.265381E-03           360.377808E-03           350.600006E-03           344.89389E-03            341.204315E-03           338.533234E-03           336.428864E-03           334.640381E-03           333.03476E-03            331.544342E-03  
                   1.69883299E-03           0.                     382.288422E-03           360.503387E-03           350.61319E-03            344.795654E-03           341.021637E-03           338.286316E-03           336.130127E-03           334.298004E-03           332.654327E-03           331.129791E-03  
                   1.71032548E-03           0.                     382.311523E-03           360.629242E-03           350.626373E-03           344.697144E-03           340.83902E-03            338.038849E-03           335.830688E-03           333.954865E-03           332.273041E-03           330.714294E-03  
                   1.72240663E-03           0.                     382.335815E-03           360.761536E-03           350.640259E-03           344.593811E-03           340.647064E-03           337.778717E-03           335.515961E-03           333.594177E-03           331.872192E-03           330.277466E-03  
                   1.73610079E-03           0.                     382.363312E-03           360.911499E-03           350.655975E-03           344.476715E-03           340.429504E-03           337.483826E-03           335.159149E-03           333.185303E-03           331.417847E-03           329.782379E-03  
                   1.74695992E-03           0.                     382.385132E-03           361.030304E-03           350.668427E-03           344.38385E-03            340.256989E-03           337.25E-03               334.876251E-03           332.861084E-03           331.057587E-03           329.38974E-03   
                   1.74999976E-03           0.                     382.391235E-03           361.063568E-03           350.671906E-03           344.357849E-03           340.208679E-03           337.18454E-03            334.797058E-03           332.770325E-03           330.956726E-03           329.279846E-03  
                   1.88349557E-03           0.                     382.659454E-03           362.524292E-03           350.825043E-03           343.216187E-03           338.087677E-03           334.309998E-03           331.319E-03              328.784515E-03           326.527618E-03           324.453308E-03  
                   1.89616537E-03           0.                     382.684906E-03           362.662903E-03           350.8396E-03             343.107849E-03           337.886353E-03           334.03717E-03            330.988922E-03           328.40625E-03            326.107269E-03           324.234161E-03  
                   1.90876424E-03           0.                     382.710205E-03           362.800781E-03           350.854034E-03           343.000092E-03           337.686218E-03           333.7659E-03             330.660675E-03           328.03009E-03            325.923615E-03           324.016205E-03  
                   1.92126632E-03           0.                     382.735352E-03           362.937561E-03           350.868378E-03           342.893188E-03           337.487579E-03           333.496704E-03           330.334961E-03           327.885895E-03           325.741394E-03           323.799957E-03  
                   1.93363428E-03           0.                     382.760193E-03           363.072906E-03           350.882568E-03           342.787415E-03           337.291077E-03           333.230377E-03           330.235626E-03           327.743256E-03           325.561066E-03           323.58606E-03   
                   1.94588304E-03           0.                     382.784821E-03           363.206909E-03           350.896606E-03           342.682648E-03           337.096466E-03           333.182465E-03           330.137268E-03           327.60202E-03            325.382538E-03           323.374176E-03  
                   1.95813549E-03           0.                     382.809418E-03           363.341003E-03           350.910675E-03           342.577881E-03           337.108185E-03           333.134491E-03           330.03891E-03            327.460724E-03           325.203918E-03           323.162262E-03  
                   1.9709729E-03            0.                     382.835205E-03           363.481476E-03           350.925385E-03           342.661896E-03           337.120544E-03           333.08429E-03            329.935822E-03           327.312683E-03           325.016815E-03           322.940186E-03  
                   1.98544562E-03           0.                     382.864288E-03           363.639832E-03           351.098999E-03           342.756592E-03           337.13443E-03            333.027649E-03           329.81958E-03            327.145782E-03           324.805847E-03           322.68985E-03   
                   1.9969418E-03            0.                     382.88739E-03            363.793945E-03           351.236877E-03           342.831818E-03           337.145447E-03           332.982697E-03           329.727264E-03           327.013214E-03           324.638275E-03           322.491028E-03  
                   2.00000024E-03           0.                     382.887115E-03           363.834961E-03           351.27356E-03            342.851837E-03           337.148376E-03           332.970703E-03           329.702698E-03           326.977936E-03           324.593689E-03           322.43811E-03   
                   2.12747979E-03           0.                     382.876282E-03           365.543823E-03           352.802734E-03           343.686066E-03           337.270721E-03           332.471954E-03           328.679016E-03           325.507843E-03           322.735474E-03           320.233093E-03  
                   2.14092803E-03           0.                     382.875122E-03           365.724091E-03           352.96405E-03            343.774078E-03           337.2836E-03             332.419373E-03           328.571045E-03           325.352753E-03           322.539429E-03           320.001404E-03  
                   2.15428329E-03           0.                     382.873993E-03           365.903107E-03           353.124237E-03           343.86145E-03            337.296417E-03           332.367096E-03           328.463806E-03           325.19873E-03            322.345398E-03           319.771271E-03  
                   2.16750813E-03           0.                     382.872864E-03           366.080414E-03           353.282867E-03           343.947998E-03           337.309113E-03           332.315369E-03           328.357605E-03           325.046692E-03           322.15329E-03            319.543396E-03  
                   2.18057251E-03           0.                     382.871735E-03           366.255524E-03           353.439575E-03           344.033508E-03           337.321625E-03           332.264252E-03           328.25296E-03            324.896484E-03           321.963531E-03           319.318298E-03  
                   2.19348454E-03           0.                     382.870636E-03           366.428619E-03           353.594452E-03           344.118011E-03           337.334045E-03           332.213837E-03           328.149536E-03           324.748016E-03           321.77594E-03            319.095795E-03  
                   2.20637774E-03           0.                     382.869537E-03           366.601471E-03           353.749115E-03           344.202362E-03           337.346375E-03           332.163483E-03           328.046265E-03           324.599762E-03           321.588654E-03           318.873657E-03  
                   2.21983719E-03           0.                     382.868408E-03           366.781891E-03           353.910553E-03           344.290344E-03           337.359283E-03           332.110931E-03           327.938477E-03           324.445038E-03           321.393127E-03           318.641724E-03  
                   2.23494697E-03           0.                     382.867096E-03           366.984436E-03           354.091644E-03           344.389069E-03           337.373718E-03           332.051971E-03           327.817444E-03           324.271301E-03           321.173645E-03           318.381378E-03  
                   2.2469461E-03            0.                     382.866089E-03           367.145172E-03           354.235413E-03           344.467499E-03           337.385223E-03           332.005127E-03           327.721313E-03           324.133331E-03           320.999359E-03           318.174622E-03  
                   2.25000095E-03           0.                     382.865814E-03           367.186127E-03           354.272034E-03           344.487457E-03           337.388153E-03           331.993195E-03           327.696869E-03           324.098206E-03           320.954987E-03           318.122009E-03  
                   2.37241006E-03           0.                     382.855347E-03           368.826172E-03           355.738922E-03           345.287476E-03           337.505402E-03           331.515289E-03           326.7164E-03             322.690796E-03           319.176788E-03           316.012787E-03  
                   2.38653636E-03           0.                     382.854156E-03           369.015411E-03           355.908173E-03           345.379761E-03           337.518921E-03           331.460114E-03           326.603241E-03           322.528351E-03           318.971588E-03           315.908081E-03  
                   2.40053988E-03           0.                     382.852966E-03           369.203064E-03           356.075958E-03           345.471283E-03           337.532349E-03           331.405457E-03           326.491089E-03           322.367371E-03           318.902252E-03           315.80426E-03   
                   2.41438675E-03           0.                     382.851776E-03           369.38858E-03            356.241913E-03           345.561798E-03           337.545593E-03           331.35141E-03            326.380157E-03           322.337799E-03           318.83374E-03            315.701599E-03  
                   2.42804742E-03           0.                     382.850616E-03           369.571594E-03           356.405609E-03           345.651062E-03           337.558685E-03           331.298065E-03           326.394836E-03           322.308624E-03           318.766113E-03           315.600342E-03  
                   2.44152546E-03           0.                     382.849457E-03           369.752167E-03           356.567108E-03           345.739166E-03           337.571594E-03           331.360474E-03           326.409271E-03           322.279846E-03           318.699402E-03           315.500397E-03  
                   2.4549551E-03            0.                     382.848297E-03           369.932129E-03           356.728058E-03           345.826935E-03           337.682922E-03           331.422668E-03           326.423706E-03           322.25116E-03            318.632935E-03           315.400848E-03  
                   2.4689362E-03            0.                     382.847107E-03           370.119415E-03           356.895599E-03           345.987152E-03           337.798828E-03           331.487396E-03           326.438721E-03           322.221313E-03           318.563721E-03           315.29718E-03   
                   2.48457479E-03           0.                     382.845795E-03           370.328949E-03           357.093323E-03           346.166351E-03           337.928497E-03           331.559814E-03           326.455505E-03           322.187927E-03           318.486328E-03           315.181244E-03  
                   2.49696517E-03           0.                     382.844727E-03           370.447235E-03           357.249969E-03           346.308319E-03           338.031189E-03           331.617188E-03           326.468781E-03           322.161469E-03           318.424988E-03           315.089417E-03  
                   2.50000143E-03           0.                     382.844727E-03           370.476227E-03           357.288361E-03           346.343109E-03           338.056396E-03           331.631256E-03           326.472046E-03           322.154968E-03           318.409973E-03           315.066895E-03  
                   2.61811924E-03           0.                     382.844147E-03           371.60376E-03            358.781769E-03           347.696625E-03           339.035645E-03           332.178162E-03           326.598816E-03           321.90274E-03            317.825348E-03           314.191223E-03  
                   2.63283396E-03           0.                     382.844086E-03           371.744202E-03           358.967804E-03           347.865265E-03           339.157654E-03           332.246307E-03           326.614624E-03           321.871338E-03           317.752502E-03           314.082428E-03  
                   2.64740372E-03           0.                     382.844025E-03           371.883301E-03           359.152008E-03           348.032196E-03           339.278442E-03           332.313751E-03           326.63028E-03            321.84024E-03            317.680573E-03           313.974701E-03  
                   2.66179061E-03           0.                     382.843933E-03           372.02063E-03            359.333893E-03           348.197083E-03           339.397705E-03           332.380371E-03           326.645691E-03           321.80957E-03            317.609558E-03           313.868317E-03  
                   2.67595792E-03           0.                     382.843872E-03           372.155884E-03           359.513031E-03           348.359406E-03           339.515137E-03           332.445984E-03           326.660858E-03           321.779358E-03           317.539581E-03           313.76358E-03   
                   2.68992043E-03           0.                     382.843811E-03           372.289154E-03           359.689575E-03           348.519409E-03           339.63089E-03            332.510529E-03           326.675842E-03           321.749634E-03           317.470642E-03           313.660339E-03  
                   2.70380831E-03           0.                     382.84375E-03            372.421722E-03           359.865173E-03           348.678558E-03           339.745911E-03           332.574768E-03           326.690704E-03           321.720032E-03           317.402069E-03           313.557648E-03  
                   2.718225E-03             0.                     382.843658E-03           372.559326E-03           360.047424E-03           348.843597E-03           339.865265E-03           332.641388E-03           326.706146E-03           321.689301E-03           317.330902E-03           313.45105E-03   
                   2.73429966E-03           0.                     382.843628E-03           372.712799E-03           360.250519E-03           349.027649E-03           339.998352E-03           332.715729E-03           326.723358E-03           321.655029E-03           317.251526E-03           313.332214E-03  
                   2.74699545E-03           0.                     382.843567E-03           372.833923E-03           360.410919E-03           349.172974E-03           340.103516E-03           332.774414E-03           326.736969E-03           321.627991E-03           317.188843E-03           313.238342E-03  
                   2.75000191E-03           0.                     382.843567E-03           372.86264E-03            360.448914E-03           349.207397E-03           340.128387E-03           332.78833E-03            326.740173E-03           321.621582E-03           317.173981E-03           313.216125E-03  
                   2.86450601E-03           0.                     382.843018E-03           373.955353E-03           361.89566E-03            350.51825E-03            341.076508E-03           333.317688E-03           326.862823E-03           321.377563E-03           316.608643E-03           312.369507E-03  
                   2.87973499E-03           0.                     382.842957E-03           374.100647E-03           362.088074E-03           350.692596E-03           341.202576E-03           333.388123E-03           326.87912E-03            321.345123E-03           316.533447E-03           312.386902E-03  
                   2.8947928E-03            0.                     382.842896E-03           374.244354E-03           362.27832E-03            350.86499E-03            341.327271E-03           333.457733E-03           326.895233E-03           321.313019E-03           316.586334E-03           312.404083E-03  
                   2.90964174E-03           0.                     382.842804E-03           374.386047E-03           362.465942E-03           351.034973E-03           341.450256E-03           333.526398E-03           326.911163E-03           321.403809E-03           316.638458E-03           312.421051E-03  
                   2.92424488E-03           0.                     382.842743E-03           374.525391E-03           362.650452E-03           351.202148E-03           341.571167E-03           333.593903E-03           327.040131E-03           321.493073E-03           316.689758E-03           312.437744E-03  
                   2.93862081E-03           0.                     382.842682E-03           374.662567E-03           362.832062E-03           351.36673E-03            341.690186E-03           333.757904E-03           327.167114E-03           321.580933E-03           316.740265E-03           312.454163E-03  
                   2.95289612E-03           0.                     382.842621E-03           374.798798E-03           363.012421E-03           351.530151E-03           341.880493E-03           333.920776E-03           327.293213E-03           321.668213E-03           316.790405E-03           312.470459E-03  
                   2.96767044E-03           0.                     382.842529E-03           374.939789E-03           363.199127E-03           351.734375E-03           342.077484E-03           334.089325E-03           327.423737E-03           321.758545E-03           316.842285E-03           312.487366E-03  
                   2.98410273E-03           0.                     382.842468E-03           375.096619E-03           363.390411E-03           351.961487E-03           342.29657E-03            334.276794E-03           327.568848E-03           321.859009E-03           316.900024E-03           312.506134E-03  
                   2.99703693E-03           0.                     382.842407E-03           375.173218E-03           363.541016E-03           352.140259E-03           342.469025E-03           334.424347E-03           327.683136E-03           321.93808E-03            316.945435E-03           312.520905E-03  
                   3.00000238E-03           0.                     382.842468E-03           375.190796E-03           363.575531E-03           352.181213E-03           342.508545E-03           334.458191E-03           327.70932E-03            321.956177E-03           316.955841E-03           312.524292E-03  
                   3.11146688E-03           0.                     382.845245E-03           375.850952E-03           364.87323E-03            353.721832E-03           343.99469E-03            335.729828E-03           328.693878E-03           322.637573E-03           317.347321E-03           312.651642E-03  
                   3.12713909E-03           0.                     382.845642E-03           375.943787E-03           365.055725E-03           353.938416E-03           344.203613E-03           335.908661E-03           328.832306E-03           322.733398E-03           317.402374E-03           312.669495E-03  
                   3.1426177E-03            0.                     382.846039E-03           376.035461E-03           365.235901E-03           354.152374E-03           344.410004E-03           336.085236E-03           328.969025E-03           322.828033E-03           317.456635E-03           312.687134E-03  
                   3.15786529E-03           0.                     382.846375E-03           376.125763E-03           365.413422E-03           354.363129E-03           344.613281E-03           336.259186E-03           329.103699E-03           322.921112E-03           317.510101E-03           312.704529E-03  
                   3.17284465E-03           0.                     382.846771E-03           376.214478E-03           365.587799E-03           354.57016E-03            344.813019E-03           336.430084E-03           329.23584E-03            323.012512E-03           317.562622E-03           312.721588E-03  
                   3.187567E-03             0.                     382.847137E-03           376.301666E-03           365.759216E-03           354.773651E-03           345.009308E-03           336.59787E-03            329.365723E-03           323.102356E-03           317.614227E-03           312.738403E-03  
                   3.20217013E-03           0.                     382.847473E-03           376.388153E-03           365.92923E-03            354.975464E-03           345.203827E-03           336.764282E-03           329.494568E-03           323.191498E-03           317.665466E-03           312.755005E-03  
                   3.21724629E-03           0.                     382.847839E-03           376.477448E-03           366.104767E-03           355.183716E-03           345.404663E-03           336.936127E-03           329.627533E-03           323.283508E-03           317.718292E-03           312.772217E-03  
                   3.2339766E-03            0.                     382.848267E-03           376.576538E-03           366.299438E-03           355.414795E-03           345.627533E-03           337.12677E-03            329.775146E-03           323.38562E-03            317.776978E-03           312.79129E-03   
